"Ewe";"BW.time";"BCS.time";"Year";"Parity";"Age_mating";"LS";"state.num";"day";"BW";"BCS";"BCSm";"BCS1"
81191;"BW-L";"BCS-L";2010;1;2;"3";"160";160;45200;2.4;3.5;2.4
81191;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;NA;2.4;3.5;2.4
81191;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.3;3.5;2.3
81194;"BW-L";"BCS-L";2010;1;2;"4";"160";160;43700;2.5;3.5;2.5
81194;"BW-Sa";"BCS-Sa";2010;1;2;"4";"190";190;45500;2.4;3.5;2.4
81194;"BW-Sb";"BCS-Sb";2010;1;2;"4";"230";230;NA;2.3;3.5;2.3
81195;"BW-Pb";"BCS-Pb";2010;2;1;"3";"80";440;58900;2.8;3.5;2.8
81195;"BW-L";"BCS-L";2010;2;1;"3";"160";520;49900;2.6;3.5;2.6
81207;"BW-Pb";"BCS-Pb";2011;2;2;"4";"80";440;70100;3.2;4;3.2
81207;"BW-L";"BCS-L";2011;2;2;"4";"160";520;65900;2.7;4;2.7
81209;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;48300;2.9;3.5;2.9
81209;"BW-L";"BCS-L";2009;1;1;"2";"160";160;48400;2.7;3.5;2.7
81211;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;43600;2.6;3.5;2.6
81211;"BW-L";"BCS-L";2009;1;1;"2";"160";160;48200;2.8;3.5;2.8
81212;"BW-Pa";"BCS-Pa";2009;1;1;"1";"40";40;41400;2.6;3.5;2.6
81214;"BW-Pa";"BCS-Pa";2009;1;1;"1";"40";40;37000;2.8;3.5;2.8
81218;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;49900;2.8;3.5;2.8
81218;"BW-L";"BCS-L";2009;1;1;"2";"160";160;51900;2.7;3.5;2.7
81222;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;47800;2.8;3.5;2.8
81222;"BW-L";"BCS-L";2009;1;1;"2";"160";160;42100;2.4;3.5;2.4
81224;"BW-L";"BCS-L";2009;1;1;"1";"160";160;72500;2.8;3.5;2.8
81224;"BW-Sa";"BCS-Sa";2009;1;1;"1";"190";190;63800;2.8;3.5;2.8
81224;"BW-Sb";"BCS-Sb";2009;1;1;"1";"230";230;NA;2.7;3.5;2.7
81225;"BW-Pb";"BCS-Pb";2011;2;2;"4";"80";440;62700;2.8;3.5;2.8
81225;"BW-L";"BCS-L";2011;2;2;"4";"160";520;52400;2.5;3.5;2.5
81234;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;50300;2.7;3.5;2.7
81234;"BW-L";"BCS-L";2009;1;1;"1";"160";160;49400;2.8;3.5;2.8
81235;"BW-L";"BCS-L";2009;1;1;"2";"160";160;46500;2.4;3.5;2.4
81235;"BW-Sa";"BCS-Sa";2009;1;1;"2";"190";190;45700;2.3;3.5;2.3
81235;"BW-Sb";"BCS-Sb";2009;1;1;"2";"230";230;NA;2.3;3.5;2.3
81237;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;48300;2.8;3.5;2.8
81237;"BW-L";"BCS-L";2009;1;1;"1";"160";160;48800;2.6;3.5;2.6
81242;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45000;3;3.5;3
81242;"BW-L";"BCS-L";2009;1;1;"1";"160";160;47800;2.8;3.5;2.8
81247;"BW-L";"BCS-L";2010;1;2;"3";"160";160;54500;2.4;3.5;2.4
81247;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;52600;2.2;3.5;2.2
81247;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.3;3.5;2.3
81250;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;48500;2.6;3.5;2.6
81250;"BW-L";"BCS-L";2009;1;1;"1";"160";160;56100;2.8;3.5;2.8
81254;"BW-Pb";"BCS-Pb";2010;1;2;"2";"80";80;55200;2.8;3.5;2.8
81254;"BW-L";"BCS-L";2010;1;2;"2";"160";160;48400;2.5;3.5;2.5
81256;"BW-Pa";"BCS-Pa";2009;1;1;"2";"40";40;36200;3;3.5;3
81257;"BW-Pa";"BCS-Pa";2010;2;1;"4";"40";400;48700;3;3.5;3
81260;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;44300;2.6;3.5;2.6
81260;"BW-L";"BCS-L";2009;1;1;"2";"160";160;45600;2.8;3.5;2.8
81263;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;44100;2.7;3.5;2.7
81263;"BW-L";"BCS-L";2009;1;1;"1";"160";160;45900;2.5;3.5;2.5
81267;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;51800;2.7;3.5;2.7
81267;"BW-L";"BCS-L";2009;1;1;"2";"160";160;49600;2.5;3.5;2.5
81270;"BW-L";"BCS-L";2009;1;1;"1";"160";160;39500;2.5;3.5;2.5
81270;"BW-Sa";"BCS-Sa";2009;1;1;"1";"190";190;43800;2.4;3.5;2.4
81270;"BW-Sb";"BCS-Sb";2009;1;1;"1";"230";230;NA;2.5;3.5;2.5
81273;"BW-Pa";"BCS-Pa";2011;2;2;"4";"40";400;62500;2.8;3.5;2.8
81278;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45200;2.7;3.5;2.7
81278;"BW-L";"BCS-L";2009;1;1;"1";"160";160;50400;2.8;3.5;2.8
81281;"BW-Pa";"BCS-Pa";2009;1;1;"2";"40";40;41300;2.5;3.5;2.5
81282;"BW-Pb";"BCS-Pb";2010;2;1;"2";"80";440;61600;2.9;3.5;2.9
81282;"BW-L";"BCS-L";2010;2;1;"2";"160";520;56200;2.4;3.5;2.4
81285;"BW-Pb";"BCS-Pb";2010;2;1;"4";"80";440;64900;2.8;3.5;2.8
81285;"BW-L";"BCS-L";2010;2;1;"4";"160";520;56700;2.4;3.5;2.4
81288;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;44900;2.7;3.5;2.7
81288;"BW-L";"BCS-L";2009;1;1;"2";"160";160;41600;2.3;3.5;2.3
81289;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;49300;2.8;3.5;2.8
81289;"BW-L";"BCS-L";2009;1;1;"2";"160";160;48200;2.6;3.5;2.6
81292;"BW-Pb";"BCS-Pb";2010;1;2;"1";"80";80;53600;3.1;3.5;3.1
81292;"BW-L";"BCS-L";2010;1;2;"1";"160";160;51700;2.9;3.5;2.9
81300;"BW-Pa";"BCS-Pa";2010;1;2;"3";"40";40;49700;2.9;3.5;2.9
81303;"BW-Pa";"BCS-Pa";2010;1;2;"2";"40";40;43000;2.7;3.5;2.7
81310;"BW-Pb";"BCS-Pb";2010;1;2;"3";"80";80;51100;2.7;3.5;2.7
81310;"BW-L";"BCS-L";2010;1;2;"3";"160";160;44100;2.4;3.5;2.4
81320;"BW-L";"BCS-L";2010;1;2;"1";"160";160;45700;2.9;3.5;2.9
81320;"BW-Sa";"BCS-Sa";2010;1;2;"1";"190";190;45000;2.7;3.5;2.7
81320;"BW-Sb";"BCS-Sb";2010;1;2;"1";"230";230;NA;2.4;3.5;2.4
81321;"BW-Pa";"BCS-Pa";2010;2;1;"4";"40";400;45200;2.9;3.5;2.9
81324;"BW-Pb";"BCS-Pb";2010;2;1;"4";"80";440;70800;2.9;3.5;2.9
81324;"BW-L";"BCS-L";2010;2;1;"4";"160";520;55000;2.5;3.5;2.5
81325;"BW-L";"BCS-L";2010;1;2;"2";"160";160;49300;2.6;3.5;2.6
81325;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;52400;2.6;3.5;2.6
81325;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.8;3.5;2.8
81326;"BW-L";"BCS-L";2010;1;2;"2";"160";160;51200;2.7;4;2.7
81326;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;56100;2.7;4;2.7
81326;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.7;4;2.7
81327;"BW-L";"BCS-L";2010;1;2;"4";"160";160;58100;2.4;3.5;2.4
81327;"BW-Sa";"BCS-Sa";2010;1;2;"4";"190";190;58000;2.4;3.5;2.4
81327;"BW-Sb";"BCS-Sb";2010;1;2;"4";"230";230;NA;2.3;3.5;2.3
81332;"BW-Pa";"BCS-Pa";2010;2;1;"2";"40";400;53400;2.9;3.5;2.9
81338;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;46100;2.8;3.5;2.8
81338;"BW-L";"BCS-L";2009;1;1;"1";"160";160;50600;2.7;3.5;2.7
81340;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;47800;2.8;3.5;2.8
81340;"BW-L";"BCS-L";2009;1;1;"2";"160";160;47700;2.5;3.5;2.5
81342;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45000;2.9;3.5;2.9
81342;"BW-L";"BCS-L";2009;1;1;"1";"160";160;45100;2.7;3.5;2.7
81348;"BW-L";"BCS-L";2009;1;1;"1";"160";160;52600;2.8;3.5;2.8
81348;"BW-Sa";"BCS-Sa";2009;1;1;"1";"190";190;54900;2.6;3.5;2.6
81348;"BW-Sb";"BCS-Sb";2009;1;1;"1";"230";230;NA;2.6;3.5;2.6
81352;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;55500;2.8;3.5;2.8
81352;"BW-L";"BCS-L";2009;1;1;"2";"160";160;49700;2.5;3.5;2.5
81357;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;47900;2.8;3.5;2.8
81357;"BW-L";"BCS-L";2009;1;1;"2";"160";160;48300;2.7;3.5;2.7
81360;"BW-Pb";"BCS-Pb";2009;1;1;"2";"80";80;47200;2.8;3.5;2.8
81360;"BW-L";"BCS-L";2009;1;1;"2";"160";160;46100;2.7;3.5;2.7
81365;"BW-Pa";"BCS-Pa";2009;1;1;"2";"40";40;41900;2.9;3.5;2.9
81370;"BW-L";"BCS-L";2009;1;1;"2";"160";160;46400;2.7;3.5;2.7
81370;"BW-Sa";"BCS-Sa";2009;1;1;"2";"190";190;48300;2.3;3.5;2.3
81370;"BW-Sb";"BCS-Sb";2009;1;1;"2";"230";230;NA;2.3;3.5;2.3
81372;"BW-Pa";"BCS-Pa";2010;2;1;"2";"40";400;53500;2.6;3.5;2.6
81382;"BW-L";"BCS-L";2010;1;2;"2";"160";160;49000;2.4;3.5;2.4
81382;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;44900;2.3;3.5;2.3
81382;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.2;3.5;2.2
81387;"BW-Pb";"BCS-Pb";2009;1;1;"3";"80";80;45800;2.5;3.5;2.5
81387;"BW-L";"BCS-L";2009;1;1;"3";"160";160;47700;2.4;3.5;2.4
81390;"BW-L";"BCS-L";2010;1;2;"2";"160";160;42500;2.8;3.5;2.8
81390;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;43200;2.6;3.5;2.6
81390;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.4;3.5;2.4
81410;"BW-L";"BCS-L";2009;1;1;"2";"160";160;52300;2.6;3.5;2.6
81410;"BW-Sa";"BCS-Sa";2009;1;1;"2";"190";190;52800;2.5;3.5;2.5
81410;"BW-Sb";"BCS-Sb";2009;1;1;"2";"230";230;NA;2.6;3.5;2.6
81411;"BW-Pa";"BCS-Pa";2010;1;2;"4";"40";40;56100;3.4;4;3.4
81414;"BW-L";"BCS-L";2010;1;2;"3";"160";160;47800;2.5;3.5;2.5
81414;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;48200;2.5;3.5;2.5
81414;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.3;3.5;2.3
81417;"BW-Pb";"BCS-Pb";2010;1;2;"3";"80";80;53000;2.8;3.5;2.8
81417;"BW-L";"BCS-L";2010;1;2;"3";"160";160;48000;2.4;3.5;2.4
81418;"BW-Pa";"BCS-Pa";2010;1;2;"1";"40";40;47800;2.7;3.5;2.7
81420;"BW-Pb";"BCS-Pb";2010;1;2;"3";"80";80;59500;2.8;3.5;2.8
81420;"BW-L";"BCS-L";2010;1;2;"3";"160";160;51900;2.3;3.5;2.3
81435;"BW-Pa";"BCS-Pa";2009;1;1;"1";"40";40;39200;3;3.5;3
81439;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;51700;2.6;3.5;2.6
81439;"BW-L";"BCS-L";2009;1;1;"1";"160";160;52900;2.4;3.5;2.4
81447;"BW-Pb";"BCS-Pb";2010;1;2;"2";"80";80;57500;3.1;3.5;3.1
81447;"BW-L";"BCS-L";2010;1;2;"2";"160";160;50600;2.6;3.5;2.6
81450;"BW-L";"BCS-L";2010;1;2;"2";"160";160;46900;2.3;3.5;2.3
81450;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;47400;2.3;3.5;2.3
81450;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.2;3.5;2.2
81451;"BW-Pa";"BCS-Pa";2010;2;1;"2";"40";400;52600;2.7;3.5;2.7
81456;"BW-Pb";"BCS-Pb";2010;2;1;"3";"80";440;59600;2.9;3.5;2.9
81456;"BW-L";"BCS-L";2010;2;1;"3";"160";520;52700;2.7;3.5;2.7
81465;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45800;2.7;3.5;2.7
81465;"BW-L";"BCS-L";2009;1;1;"1";"160";160;37700;2.4;3.5;2.4
81481;"BW-L";"BCS-L";2010;1;2;"3";"160";160;51900;2.5;3.5;2.5
81481;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;51100;2.3;3.5;2.3
81481;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.3;3.5;2.3
81497;"BW-Pa";"BCS-Pa";2011;3;1;"4";"40";760;68200;3.3;3.5;3.3
81499;"BW-L";"BCS-L";2010;1;2;"2";"160";160;49400;2.4;3.5;2.4
81499;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;49500;2.3;3.5;2.3
81499;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.3;3.5;2.3
81502;"BW-Pb";"BCS-Pb";2010;2;1;"2";"80";440;66600;3.1;3.5;3.1
81502;"BW-L";"BCS-L";2010;2;1;"2";"160";520;61700;2.5;3.5;2.5
81516;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;45900;2.9;3.5;2.9
81516;"BW-L";"BCS-L";2009;1;1;"1";"160";160;43300;2.7;3.5;2.7
81521;"BW-L";"BCS-L";2010;1;2;"4";"160";160;47800;2.6;3.5;2.6
81521;"BW-Sa";"BCS-Sa";2010;1;2;"4";"190";190;48800;2.3;3.5;2.3
81521;"BW-Sb";"BCS-Sb";2010;1;2;"4";"230";230;NA;2.3;3.5;2.3
81535;"BW-L";"BCS-L";2010;1;2;"3";"160";160;46700;2.4;3.5;2.4
81535;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;45700;2.3;3.5;2.3
81535;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.3;3.5;2.3
81537;"BW-L";"BCS-L";2010;1;2;"4";"160";160;48800;2.5;3.5;2.5
81537;"BW-Sa";"BCS-Sa";2010;1;2;"4";"190";190;49900;2.3;3.5;2.3
81537;"BW-Sb";"BCS-Sb";2010;1;2;"4";"230";230;NA;2.3;3.5;2.3
81538;"BW-Pb";"BCS-Pb";2009;1;1;"1";"80";80;46600;2.5;3.5;2.5
81538;"BW-L";"BCS-L";2009;1;1;"1";"160";160;51300;2.5;3.5;2.5
81545;"BW-L";"BCS-L";2010;1;2;"2";"160";160;44500;2.4;4;2.4
81545;"BW-Sa";"BCS-Sa";2010;1;2;"2";"190";190;45500;2.4;4;2.4
81545;"BW-Sb";"BCS-Sb";2010;1;2;"2";"230";230;NA;2.5;4;2.5
81548;"BW-L";"BCS-L";2010;1;2;"1";"160";160;55600;2.7;3.5;2.7
81548;"BW-Sa";"BCS-Sa";2010;1;2;"1";"190";190;54800;2.5;3.5;2.5
81548;"BW-Sb";"BCS-Sb";2010;1;2;"1";"230";230;NA;2.4;3.5;2.4
81555;"BW-Pb";"BCS-Pb";2010;2;1;"4";"80";440;59100;2.6;3.5;2.6
81555;"BW-L";"BCS-L";2010;2;1;"4";"160";520;53800;2.7;3.5;2.7
81559;"BW-L";"BCS-L";2010;1;2;"1";"160";160;51400;2.7;3.5;2.7
81559;"BW-Sa";"BCS-Sa";2010;1;2;"1";"190";190;54200;2.8;3.5;2.8
81559;"BW-Sb";"BCS-Sb";2010;1;2;"1";"230";230;NA;2.5;3.5;2.5
81576;"BW-Pa";"BCS-Pa";2010;1;2;"1";"40";40;46700;2.8;3.5;2.8
81578;"BW-Pb";"BCS-Pb";2010;1;2;"2";"80";80;59500;2.9;3.5;2.9
81578;"BW-L";"BCS-L";2010;1;2;"2";"160";160;57100;2.5;3.5;2.5
81583;"BW-Pa";"BCS-Pa";2010;1;2;"3";"40";40;45700;2.9;3.5;2.9
81593;"BW-Pb";"BCS-Pb";2010;1;2;"4";"80";80;54300;2.8;3.5;2.8
81593;"BW-L";"BCS-L";2010;1;2;"4";"160";160;49300;2.7;3.5;2.7
81602;"BW-L";"BCS-L";2010;1;2;"3";"160";160;49100;2.8;4;2.8
81602;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;63800;2.9;4;2.9
81602;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.5;4;2.5
81605;"BW-Pb";"BCS-Pb";2010;1;2;"4";"80";80;59700;3;3.5;3
81605;"BW-L";"BCS-L";2010;1;2;"4";"160";160;44700;2.5;3.5;2.5
81606;"BW-L";"BCS-L";2010;1;2;"3";"160";160;44400;2.4;3.5;2.4
81606;"BW-Sa";"BCS-Sa";2010;1;2;"3";"190";190;47600;2.3;3.5;2.3
81606;"BW-Sb";"BCS-Sb";2010;1;2;"3";"230";230;NA;2.2;3.5;2.2
91007;"BW-Pb";"BCS-Pb";2011;1;2;"1";"80";80;55900;2.7;3.5;2.7
91007;"BW-L";"BCS-L";2011;1;2;"1";"160";160;44100;2.2;3.5;2.2
91008;"BW-Pb";"BCS-Pb";2011;2;1;"4";"80";440;65000;2.4;3.5;2.4
91008;"BW-L";"BCS-L";2011;2;1;"4";"160";520;58500;2.3;3.5;2.3
91021;"BW-L";"BCS-L";2010;1;1;"1";"160";160;48300;2.7;3.5;2.7
91021;"BW-Sa";"BCS-Sa";2010;1;1;"1";"190";190;57300;2.1;3.5;2.1
91021;"BW-Sb";"BCS-Sb";2010;1;1;"1";"230";230;NA;2.6;3.5;2.6
91026;"BW-Pa";"BCS-Pa";2011;1;2;"4";"40";40;50600;2.9;3.5;2.9
91040;"BW-Pb";"BCS-Pb";2011;2;1;"1";"80";440;59600;2.8;3.5;2.8
91040;"BW-L";"BCS-L";2011;2;1;"1";"160";520;59400;2.8;3.5;2.8
91042;"BW-Pb";"BCS-Pb";2010;1;1;"1";"80";80;37100;2.6;3.5;2.6
91042;"BW-L";"BCS-L";2010;1;1;"1";"160";160;43900;2.5;3.5;2.5
91044;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;58200;2.5;3.5;2.5
91044;"BW-L";"BCS-L";2011;1;2;"3";"160";160;50400;2.4;3.5;2.4
91046;"BW-Pb";"BCS-Pb";2011;1;2;"1";"80";80;57000;2.9;3.5;2.9
91046;"BW-L";"BCS-L";2011;1;2;"1";"160";160;55800;2.6;3.5;2.6
91049;"BW-Pa";"BCS-Pa";2012;2;2;"2";"40";400;57100;3;3.5;3
91052;"BW-Pb";"BCS-Pb";2011;1;2;"2";"80";80;51900;2.3;3.5;2.3
91052;"BW-L";"BCS-L";2011;1;2;"2";"160";160;46600;2.3;3.5;2.3
91060;"BW-Pa";"BCS-Pa";2011;1;2;"3";"40";40;50000;3;3.5;3
91062;"BW-Pb";"BCS-Pb";2010;1;1;"2";"80";80;51300;2.9;4;2.9
91062;"BW-L";"BCS-L";2010;1;1;"2";"160";160;49400;2.6;4;2.6
91067;"BW-Pa";"BCS-Pa";2011;2;1;"3";"40";400;59600;2.9;3.5;2.9
91078;"BW-Pb";"BCS-Pb";2011;2;1;"2";"80";440;58000;2.7;3.5;2.7
91078;"BW-L";"BCS-L";2011;2;1;"2";"160";520;48100;2.5;3.5;2.5
91081;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;47900;2.6;3.5;2.6
91081;"BW-L";"BCS-L";2011;1;2;"3";"160";160;41000;2.2;3.5;2.2
91090;"BW-Pb";"BCS-Pb";2012;2;2;"1";"80";440;54500;2.8;3.5;2.8
91090;"BW-L";"BCS-L";2012;2;2;"1";"160";520;53600;2.6;3.5;2.6
91091;"BW-Pb";"BCS-Pb";2011;1;2;"1";"80";80;43700;2.6;3.5;2.6
91091;"BW-L";"BCS-L";2011;1;2;"1";"160";160;42000;2.5;3.5;2.5
91097;"BW-L";"BCS-L";2010;1;1;"2";"160";160;48500;2.7;3.5;2.7
91097;"BW-Sa";"BCS-Sa";2010;1;1;"2";"190";190;50900;2.8;3.5;2.8
91097;"BW-Sb";"BCS-Sb";2010;1;1;"2";"230";230;NA;2.6;3.5;2.6
91098;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;51900;2.5;3.5;2.5
91098;"BW-L";"BCS-L";2011;1;2;"3";"160";160;49200;2.4;3.5;2.4
91100;"BW-Pb";"BCS-Pb";2011;2;1;"4";"80";440;63600;2.7;4;2.7
91100;"BW-L";"BCS-L";2011;2;1;"4";"160";520;63900;2.8;4;2.8
91101;"BW-Pb";"BCS-Pb";2010;1;1;"2";"80";80;45500;2.9;3.5;2.9
91101;"BW-L";"BCS-L";2010;1;1;"2";"160";160;42200;2.4;3.5;2.4
91102;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;52600;2.9;4;2.9
91102;"BW-L";"BCS-L";2011;1;2;"3";"160";160;47500;2.5;4;2.5
91105;"BW-Pa";"BCS-Pa";2012;2;2;"4";"40";400;55000;3.2;3.5;3.2
91106;"BW-L";"BCS-L";2011;1;2;"1";"160";160;48200;2.8;3.5;2.8
91106;"BW-Sa";"BCS-Sa";2011;1;2;"1";"190";190;49800;2.6;3.5;2.6
91106;"BW-Sb";"BCS-Sb";2011;1;2;"1";"230";230;53500;2.59121054109871;3.5;NA
91110;"BW-L";"BCS-L";2010;1;1;"1";"160";160;47400;2.7;3.5;2.7
91110;"BW-Sa";"BCS-Sa";2010;1;1;"1";"190";190;47100;2.6;3.5;2.6
91110;"BW-Sb";"BCS-Sb";2010;1;1;"1";"230";230;NA;2.7;3.5;2.7
91117;"BW-Pb";"BCS-Pb";2010;1;1;"1";"80";80;42600;2.9;4;2.9
91117;"BW-L";"BCS-L";2010;1;1;"1";"160";160;43700;2.5;4;2.5
91118;"BW-L";"BCS-L";2011;1;2;"1";"160";160;53400;2.4;3.5;2.4
91118;"BW-Sa";"BCS-Sa";2011;1;2;"1";"190";190;54900;2.4;3.5;2.4
91118;"BW-Sb";"BCS-Sb";2011;1;2;"1";"230";230;59700;2.44797067036908;3.5;NA
91121;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;49200;2.5;3.5;2.5
91121;"BW-L";"BCS-L";2011;1;2;"3";"160";160;50000;2.5;3.5;2.5
91122;"BW-Pb";"BCS-Pb";2012;2;2;"3";"80";440;76500;2.9;3.5;2.9
91122;"BW-L";"BCS-L";2012;2;2;"3";"160";520;NA;2.5;3.5;2.5
91130;"BW-Pb";"BCS-Pb";2011;2;1;"3";"80";440;55800;2.6;3.5;2.6
91130;"BW-L";"BCS-L";2011;2;1;"3";"160";520;53600;2.5;3.5;2.5
91133;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;51900;2.5;3.5;2.5
91133;"BW-L";"BCS-L";2011;1;2;"3";"160";160;51500;2.4;3.5;2.4
91136;"BW-Pb";"BCS-Pb";2011;1;2;"2";"80";80;54500;2.9;3.5;2.9
91136;"BW-L";"BCS-L";2011;1;2;"2";"160";160;45100;2.4;3.5;2.4
91140;"BW-Pb";"BCS-Pb";2011;1;2;"2";"80";80;50000;2.8;3.5;2.8
91140;"BW-L";"BCS-L";2011;1;2;"2";"160";160;48700;2.6;3.5;2.6
91143;"BW-Pa";"BCS-Pa";2012;2;2;"2";"40";400;53800;3.7;4;3.7
91144;"BW-Pb";"BCS-Pb";2011;2;1;"1";"80";440;61300;2.8;3.5;2.8
91144;"BW-L";"BCS-L";2011;2;1;"1";"160";520;59400;2.4;3.5;2.4
91145;"BW-L";"BCS-L";2011;1;2;"3";"160";160;52600;2.6;3.5;2.6
91145;"BW-Sa";"BCS-Sa";2011;1;2;"3";"190";190;69200;2.8;3.5;2.8
91145;"BW-Sb";"BCS-Sb";2011;1;2;"3";"230";230;55800;2.58504444345049;3.5;NA
91146;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;53500;2.8;3.5;2.8
91146;"BW-L";"BCS-L";2011;1;2;"3";"160";160;50600;2.8;3.5;2.8
91149;"BW-Pb";"BCS-Pb";2011;2;1;"3";"80";440;65600;2.7;3.5;2.7
91149;"BW-L";"BCS-L";2011;2;1;"3";"160";520;63500;2.4;3.5;2.4
91150;"BW-L";"BCS-L";2010;1;1;"2";"160";160;47500;2.9;4;2.9
91150;"BW-Sa";"BCS-Sa";2010;1;1;"2";"190";190;51000;2.9;4;2.9
91150;"BW-Sb";"BCS-Sb";2010;1;1;"2";"230";230;NA;2.8;4;2.8
91153;"BW-Pb";"BCS-Pb";2011;2;1;"3";"80";440;63300;2.8;3.5;2.8
91153;"BW-L";"BCS-L";2011;2;1;"3";"160";520;56500;2.7;3.5;2.7
91156;"BW-L";"BCS-L";2011;1;2;"2";"160";160;46400;2.6;3.5;2.6
91156;"BW-Sa";"BCS-Sa";2011;1;2;"2";"190";190;43600;2.4;3.5;2.4
91156;"BW-Sb";"BCS-Sb";2011;1;2;"2";"230";230;46600;2.46366392393679;3.5;NA
91158;"BW-Pb";"BCS-Pb";2011;1;2;"1";"80";80;44700;2.4;3.5;2.4
91158;"BW-L";"BCS-L";2011;1;2;"1";"160";160;46300;2.3;3.5;2.3
91172;"BW-Pb";"BCS-Pb";2011;1;2;"3";"80";80;55300;2.4;3.5;2.4
91172;"BW-L";"BCS-L";2011;1;2;"3";"160";160;49200;2.3;3.5;2.3
91178;"BW-Pb";"BCS-Pb";2011;2;1;"1";"80";440;58300;2.9;3.5;2.9
91178;"BW-L";"BCS-L";2011;2;1;"1";"160";520;54400;2.5;3.5;2.5
91183;"BW-Pa";"BCS-Pa";2011;2;1;"1";"40";400;51900;3;3.5;3
91187;"BW-L";"BCS-L";2010;1;1;"2";"160";160;38300;2.6;3.5;2.6
91187;"BW-Sa";"BCS-Sa";2010;1;1;"2";"190";190;42800;2.4;3.5;2.4
91187;"BW-Sb";"BCS-Sb";2010;1;1;"2";"230";230;NA;2.4;3.5;2.4
91195;"BW-Pa";"BCS-Pa";2010;1;1;"2";"40";40;45500;3.3;3.5;3.3
91208;"BW-Pb";"BCS-Pb";2011;1;2;"2";"80";80;54000;2.7;3.5;2.7
91208;"BW-L";"BCS-L";2011;1;2;"2";"160";160;49100;2.4;3.5;2.4
91209;"BW-L";"BCS-L";2010;1;1;"2";"160";160;48700;2.8;4;2.8
91209;"BW-Sa";"BCS-Sa";2010;1;1;"2";"190";190;51200;2.8;4;2.8
91209;"BW-Sb";"BCS-Sb";2010;1;1;"2";"230";230;NA;2.8;4;2.8
91212;"BW-L";"BCS-L";2011;1;2;"1";"160";160;53100;2.8;3.5;2.8
91212;"BW-Sa";"BCS-Sa";2011;1;2;"1";"190";190;NA;2.7;3.5;2.7
91212;"BW-Sb";"BCS-Sb";2011;1;2;"1";"230";230;53100;2.65031913736308;3.5;NA
